ID	x	y
A_GutCatV1_c2805_6_GutProdPosi	-0.50127125	0.5565872
A_GutCatV1_c2805_7_GutGetoPosi	1.6499348	-2.8026772
A_GutCatV1_c2805_7_GutProdPosi	0.034279823	1.6283684
A_GutCatV1_c2805_9_GutGetoPosi	0.59049416	-2.706892
A_GutCatV1_c3107_11_GutGetoPosi	-3.703864	-4.047552
A_GutCatV1_c3107_12_GutGetoPosi	-3.2182293	-4.018345
A_GutCatV1_c3107_13_GutGetoPosi	-2.6702423	-3.901844
A_GutCatV1_c3107_14_GutGetoPosi	-2.0122032	-2.3056393
A_GutCatV1_c3107_16_GutGetoPosi	-1.1410809	-3.661192
A_GutCatV1_c3107_17_GutGetoPosi	-6.8041725	-4.2526217
A_GutCatV1_c3107_18_GutGetoPosi	-1.6310196	-2.5418797
A_GutCatV1_c3107_19_GutGetoPosi	-6.8372736	-4.5717907
A_GutCatV1_c3107_1_GutGetoPosi	-5.172798	-5.782425
A_GutCatV1_c3107_1_GutProdPosi	10.604498	4.2620544
A_GutCatV1_c3107_20_GutGetoPosi	-1.3211174	-3.9780235
A_GutCatV1_c3107_22_GutGetoPosi	-3.165265	-4.7696447
A_GutCatV1_c3107_23_GutGetoPosi	-2.837492	-4.4549274
A_GutCatV1_c3107_24_GutGetoPosi	-1.7893963	-6.165081
A_GutCatV1_c3107_25_GutGetoPosi	-2.8299952	-3.2691202
A_GutCatV1_c3107_26_GutGetoPosi	-4.0156307	-3.6068192
A_GutCatV1_c3107_27_GutGetoPosi	-2.3995981	-4.5008526
A_GutCatV1_c3107_2_GutGetoPosi	-7.717085	-4.393671
A_GutCatV1_c3107_2_GutProdPosi	0.47480297	0.2864771
A_GutCatV1_c3107_32_GutGetoPosi	-4.260853	-4.711729
A_GutCatV1_c3107_34_GutGetoNega	-2.800455	-4.8002234
A_GutCatV1_c3107_35_GutGetoNega	-2.3418941	-9.005306
A_GutCatV1_c3107_36_GutGetoNega	-0.7494545	-3.1988516
A_GutCatV1_c3107_37_GutGetoNega	-5.950597	-5.2508507
A_GutCatV1_c3107_38_GutGetoNega	-5.118166	-6.211426
A_GutCatV1_c3107_39_GutGetoNega	-4.8060207	-6.403023
A_GutCatV1_c3107_3_GutGetoPosi	-8.304702	-4.7824955
A_GutCatV1_c3107_3_GutProdPosi	3.8943787	14.656492
A_GutCatV1_c3107_40_GutGetoNega	-2.4448853	-4.072958
A_GutCatV1_c3107_41_GutGetoNega	-4.748165	-6.1489086
A_GutCatV1_c3107_42_GutGetoNega	-3.5038786	-4.0906363
A_GutCatV1_c3107_43_GutGetoNega	-3.0296135	-4.3624554
A_GutCatV1_c3107_44_GutGetoNega	-2.4555817	-2.9560966
A_GutCatV1_c3107_45_GutGetoNega	-1.6299686	-10.029621
A_GutCatV1_c3107_46_GutGetoNega	-0.8907995	-2.7294369
A_GutCatV1_c3107_47_GutGetoNega	-2.6948032	-5.0991936
A_GutCatV1_c3107_48_GutGetoNega	-2.9703627	-8.649305
A_GutCatV1_c3107_49_GutGetoNega	-1.8261452	-10.188423
A_GutCatV1_c3107_4_GutGetoPosi	-6.5453424	-2.1752453
A_GutCatV1_c3107_4_GutProdPosi	-12.743153	9.254307
A_GutCatV1_c3107_50_GutGetoNega	-3.5767593	-4.7041035
A_GutCatV1_c3107_51_GutGetoNega	-2.0673103	-9.179451
A_GutCatV1_c3107_52_GutGetoNega	-4.2752895	-1.1889067
A_GutCatV1_c3107_53_GutGetoNega	-2.2907495	-9.344383
A_GutCatV1_c3107_54_GutGetoNega	-1.907506	-9.215481
A_GutCatV1_c3107_55_GutGetoNega	-4.422058	-6.1100607
A_GutCatV1_c3107_56_GutGetoNega	-2.3786716	-4.3055077
A_GutCatV1_c3107_57_GutGetoNega	-3.979704	-0.730649
A_GutCatV1_c3107_58_GutGetoNega	-2.700611	-3.852705
A_GutCatV1_c3107_59_GutGetoNega	-2.466651	-2.8200798
A_GutCatV1_c3107_5_GutGetoPosi	-2.8631191	-3.6228142
A_GutCatV1_c3107_5_GutProdPosi	-0.4704914	1.5971708
A_GutCatV1_c3107_60_GutGetoNega	-2.3451328	-2.9634504
A_GutCatV1_c3107_61_GutGetoNega	-3.9711866	-1.9282875
A_GutCatV1_c3107_62_GutGetoNega	-0.83837223	-6.1145267
A_GutCatV1_c3107_63_GutGetoNega	-4.201641	0.60237026
A_GutCatV1_c3107_64_GutGetoNega	-1.6903677	-6.5297785
A_GutCatV1_c3107_65_GutGetoNega	-2.6642847	-2.5975266
A_GutCatV1_c3107_66_GutGetoNega	-3.2547102	-3.5681791
A_GutCatV1_c3107_67_GutGetoNega	-2.0492077	-0.42155075
A_GutCatV1_c3107_6_GutGetoPosi	-1.8822889	-5.4442263
A_GutCatV1_c3107_6_GutProdPosi	-0.45571518	-0.4420185
A_GutCatV1_c3107_7_GutGetoPosi	-2.72991	-3.541998
A_GutCatV1_c3107_7_GutProdPosi	0.23306084	0.8396969
A_GutCatV1_c3107_8_GutGetoPosi	-4.171528	-3.2018757
A_GutCatV1_c3107_8_GutProdPosi	-7.326441	0.24493027
A_GutCatV1_c3107_9_GutGetoPosi	-2.1472197	-3.566063
A_GutCatV1_c3115_11_GutGetoPosi	-9.10358	-4.7713947
A_GutCatV1_c3115_13_GutGetoPosi	-7.7499514	-5.4081297
A_GutCatV1_c3115_14_GutGetoPosi	-5.2731304	-3.4108315
A_GutCatV1_c3115_15_GutGetoPosi	-8.778816	-7.0647774
A_GutCatV1_c3115_16_GutGetoPosi	-9.209867	-5.2169647
A_GutCatV1_c3115_17_GutGetoPosi	-6.562359	-2.711996
A_GutCatV1_c3115_19_GutGetoPosi	-4.6273336	-5.472499
A_GutCatV1_c3115_1_GutGetoPosi	-4.8132935	-4.5280867
A_GutCatV1_c3115_1_GutProdPosi	10.856375	3.243864
A_GutCatV1_c3115_20_GutGetoPosi	-2.9002037	-4.7545586
A_GutCatV1_c3115_21_GutGetoPosi	-4.0719957	-6.649082
A_GutCatV1_c3115_23_GutGetoPosi	-9.195202	-5.8321266
A_GutCatV1_c3115_25_GutGetoPosi	-7.2884426	-0.09977436
A_GutCatV1_c3115_26_GutGetoPosi	-7.7852306	-5.794711
A_GutCatV1_c3115_27_GutGetoPosi	-1.9040976	-0.59667206
A_GutCatV1_c3115_28_GutGetoPosi	-6.833206	-2.4425125
A_GutCatV1_c3115_29_GutGetoPosi	-7.559827	-1.6885138
A_GutCatV1_c3115_2_GutGetoPosi	-8.52713	-5.1160088
A_GutCatV1_c3115_2_GutProdPosi	0.82014847	0.29468918
A_GutCatV1_c3115_31_GutGetoPosi	-6.681343	-2.9391317
A_GutCatV1_c3115_33_GutGetoNega	-3.3460226	-2.5552282
A_GutCatV1_c3115_34_GutGetoNega	-3.9806767	-2.9876137
A_GutCatV1_c3115_35_GutGetoNega	-4.674159	-3.5555391
A_GutCatV1_c3115_36_GutGetoNega	-3.1224928	-2.7177
A_GutCatV1_c3115_37_GutGetoNega	-1.3960991	-2.8581944
A_GutCatV1_c3115_38_GutGetoNega	-0.45513153	-3.5504694
A_GutCatV1_c3115_39_GutGetoNega	-1.3611956	-4.516881
A_GutCatV1_c3115_3_GutGetoPosi	-6.6767178	-2.042942
A_GutCatV1_c3115_3_GutProdPosi	4.381151	14.498238
A_GutCatV1_c3115_40_GutGetoNega	-4.1568565	-2.0595598
A_GutCatV1_c3115_41_GutGetoNega	-3.9076014	-2.6729069
A_GutCatV1_c3115_42_GutGetoNega	-5.317541	-3.6953974
A_GutCatV1_c3115_43_GutGetoNega	0.16898346	-3.8179293
A_GutCatV1_c3115_44_GutGetoNega	1.9469881	-3.8544855
A_GutCatV1_c3115_45_GutGetoNega	-2.7536125	-2.0604877
A_GutCatV1_c3115_46_GutGetoNega	0.54684067	-3.8591518
A_GutCatV1_c3115_47_GutGetoNega	-2.6389637	-3.3977852
A_GutCatV1_c3115_48_GutGetoNega	-0.96258354	-7.6554775
A_GutCatV1_c3115_49_GutGetoNega	-4.2674303	-1.9446335
A_GutCatV1_c3115_4_GutGetoPosi	-7.380949	-4.045203
A_GutCatV1_c3115_4_GutProdPosi	-1.083952	-0.26257706
A_GutCatV1_c3115_50_GutGetoNega	-4.6003885	-0.94261646
A_GutCatV1_c3115_51_GutGetoNega	-2.663309	-2.772622
A_GutCatV1_c3115_52_GutGetoNega	0.39239693	-7.0886536
A_GutCatV1_c3115_53_GutGetoNega	-5.126524	0.6936064
A_GutCatV1_c3115_54_GutGetoNega	1.1018887	-3.64431
A_GutCatV1_c3115_55_GutGetoNega	-0.9288044	-8.356213
A_GutCatV1_c3115_56_GutGetoNega	-1.1548281	-7.2992687
A_GutCatV1_c3115_57_GutGetoNega	-4.084694	2.1139584
A_GutCatV1_c3115_58_GutGetoNega	-3.325636	-1.4957838
A_GutCatV1_c3115_59_GutGetoNega	-1.3287182	-2.4506016
A_GutCatV1_c3115_5_GutGetoPosi	-2.6265297	-2.9143429
A_GutCatV1_c3115_5_GutProdPosi	-0.06770325	0.3411789
A_GutCatV1_c3115_60_GutGetoNega	-2.807828	-2.183774
A_GutCatV1_c3115_61_GutGetoNega	-3.3520393	-4.5529366
A_GutCatV1_c3115_62_GutGetoNega	-0.46894932	-1.4314632
A_GutCatV1_c3115_63_GutGetoNega	-3.944725	0.04289055
A_GutCatV1_c3115_6_GutGetoPosi	-9.078827	-6.00848
A_GutCatV1_c3115_6_GutProdPosi	-12.599194	8.711126
A_GutCatV1_c3115_7_GutGetoPosi	-7.940814	-4.187622
A_GutCatV1_c3115_7_GutProdPosi	-0.7045784	0.9535847
A_GutCatV1_c3115_8_GutGetoPosi	-7.153864	-2.883665
A_GutCatV1_c3115_9_GutGetoPosi	-8.758078	-2.4730587
A_GutCatV1_c3942_10_GutGetoPosi	-0.9560814	-7.6587486
A_GutCatV1_c3942_11_GutGetoPosi	-0.46385193	-3.9116402
A_GutCatV1_c3942_12_GutGetoPosi	-0.32585907	-2.9561272
A_GutCatV1_c3942_15_GutGetoPosi	-1.2800436	-4.305332
A_GutCatV1_c3942_16_GutGetoPosi	-2.357171	-2.493166
A_GutCatV1_c3942_17_GutGetoPosi	-0.92292213	-5.3102846
A_GutCatV1_c3942_18_GutGetoPosi	0.46197128	-3.7577991
A_GutCatV1_c3942_1_GutGetoPosi	-1.6258602	-3.6201153
A_GutCatV1_c3942_1_GutProdPosi	11.793327	3.736063
A_GutCatV1_c3942_20_GutGetoPosi	0.089933395	-5.0266685
A_GutCatV1_c3942_21_GutGetoPosi	0.85513115	-2.213933
A_GutCatV1_c3942_23_GutGetoPosi	-0.1904211	-2.6530342
A_GutCatV1_c3942_24_GutGetoPosi	-4.2440577	-3.2983494
A_GutCatV1_c3942_26_GutGetoNega	-4.438442	-6.5706005
A_GutCatV1_c3942_27_GutGetoNega	-6.1151657	-6.5265446
A_GutCatV1_c3942_28_GutGetoNega	-1.7136726	-9.546818
A_GutCatV1_c3942_29_GutGetoNega	-1.6611137	-8.953739
A_GutCatV1_c3942_2_GutGetoPosi	0.27981853	-3.9564362
A_GutCatV1_c3942_2_GutProdPosi	4.6116047	14.142082
A_GutCatV1_c3942_30_GutGetoNega	-3.1394567	-5.2289248
A_GutCatV1_c3942_31_GutGetoNega	-4.899044	-5.0683727
A_GutCatV1_c3942_32_GutGetoNega	-4.9428215	-6.7570543
A_GutCatV1_c3942_33_GutGetoNega	-2.0406532	-10.010265
A_GutCatV1_c3942_34_GutGetoNega	-2.5673428	-5.1560545
A_GutCatV1_c3942_35_GutGetoNega	-3.051609	-5.660758
A_GutCatV1_c3942_36_GutGetoNega	-3.6998453	-5.778041
A_GutCatV1_c3942_37_GutGetoNega	-2.5324593	-7.6007843
A_GutCatV1_c3942_38_GutGetoNega	-5.3847017	-6.0997963
A_GutCatV1_c3942_39_GutGetoNega	-2.886899	-3.370677
A_GutCatV1_c3942_3_GutGetoPosi	0.34067917	-2.603773
A_GutCatV1_c3942_3_GutProdPosi	0.12181091	1.1755695
A_GutCatV1_c3942_40_GutGetoNega	-4.312852	-5.4169474
A_GutCatV1_c3942_41_GutGetoNega	-6.3593283	-2.5331564
A_GutCatV1_c3942_42_GutGetoNega	-5.953991	-3.0526
A_GutCatV1_c3942_43_GutGetoNega	-4.459223	-5.895504
A_GutCatV1_c3942_44_GutGetoNega	-2.9360666	-3.6132278
A_GutCatV1_c3942_45_GutGetoNega	-4.127966	-5.759094
A_GutCatV1_c3942_46_GutGetoNega	-2.2711258	-7.970291
A_GutCatV1_c3942_47_GutGetoNega	-5.6980915	-5.1195145
A_GutCatV1_c3942_48_GutGetoNega	-3.894063	-7.078104
A_GutCatV1_c3942_49_GutGetoNega	-3.0626335	-6.2702484
A_GutCatV1_c3942_4_GutGetoPosi	0.6769228	-4.0032196
A_GutCatV1_c3942_4_GutProdPosi	-7.420169	0.08745098
A_GutCatV1_c3942_50_GutGetoNega	-4.933488	-6.5170937
A_GutCatV1_c3942_51_GutGetoNega	-7.2535057	-2.2451105
A_GutCatV1_c3942_52_GutGetoNega	-4.888562	-7.653187
A_GutCatV1_c3942_53_GutGetoNega	-7.8865595	-5.8938274
A_GutCatV1_c3942_54_GutGetoNega	-1.8644524	-8.848127
A_GutCatV1_c3942_55_GutGetoNega	-1.6735315	-5.9387646
A_GutCatV1_c3942_56_GutGetoNega	-3.7613468	-6.5028954
A_GutCatV1_c3942_57_GutGetoNega	-7.296318	-7.760828
A_GutCatV1_c3942_58_GutGetoNega	-4.233677	-5.699625
A_GutCatV1_c3942_59_GutGetoNega	-4.3815403	-4.09305
A_GutCatV1_c3942_5_GutGetoPosi	0.017969131	-3.5196152
A_GutCatV1_c3942_5_GutProdPosi	-12.7306	10.4189625
A_GutCatV1_c3942_60_GutGetoNega	-4.775814	-6.9462357
A_GutCatV1_c3942_61_GutGetoNega	-4.3953705	-6.831478
A_GutCatV1_c3942_62_GutGetoNega	-2.728382	-4.8782387
A_GutCatV1_c3942_63_GutGetoNega	-3.647645	-5.8370056
A_GutCatV1_c3942_64_GutGetoNega	-2.4561596	-3.0637274
A_GutCatV1_c3942_65_GutGetoNega	-3.9413967	-6.064066
A_GutCatV1_c3942_66_GutGetoNega	-1.3983498	-8.86762
A_GutCatV1_c3942_67_GutGetoNega	-7.2339516	-7.8501167
A_GutCatV1_c3942_68_GutGetoNega	-1.6161556	-9.845257
A_GutCatV1_c3942_69_GutGetoNega	-4.4526367	-6.4649734
A_GutCatV1_c3942_6_GutGetoPosi	0.66186523	-3.9446478
A_GutCatV1_c3942_6_GutProdPosi	-2.761736	5.688957
A_GutCatV1_c3942_70_GutGetoNega	-2.5854368	-7.1604137
A_GutCatV1_c3942_71_GutGetoNega	-5.9349785	-5.792492
A_GutCatV1_c3942_72_GutGetoNega	-1.5324917	-8.640249
A_GutCatV1_c3942_73_GutGetoNega	-6.0594063	-6.7852497
A_GutCatV1_c3942_74_GutGetoNega	-4.60651	-5.6995964
A_GutCatV1_c3942_75_GutGetoNega	-3.749508	-6.424282
A_GutCatV1_c3942_7_GutProdPosi	-10.798035	10.453487
A_GutCatV1_c3942_9_GutGetoPosi	-4.218217	-3.8109598
A_GutCatV1_c560_10_GutGetoPosi	-6.5785484	-4.3848305
A_GutCatV1_c560_11_GutGetoPosi	-9.321781	-5.0766277
A_GutCatV1_c560_12_GutGetoPosi	-8.029556	-5.2650795
A_GutCatV1_c560_15_GutGetoPosi	-5.526943	-4.1134453
A_GutCatV1_c560_16_GutGetoPosi	2.7043915	-1.6989994
A_GutCatV1_c560_17_GutGetoPosi	-6.5234165	-4.5153427
A_GutCatV1_c560_18_GutGetoPosi	-7.484992	-3.3422108
A_GutCatV1_c560_19_GutGetoPosi	-7.5103397	-3.5651112
A_GutCatV1_c560_1_GutGetoPosi	-7.109787	-3.1586533
A_GutCatV1_c560_1_GutProdPosi	11.651733	3.8970203
A_GutCatV1_c560_20_GutGetoPosi	-7.8913355	-5.6709557
A_GutCatV1_c560_22_GutGetoPosi	-7.808817	-1.8524008
A_GutCatV1_c560_24_GutGetoPosi	-7.5000505	-3.3950415
A_GutCatV1_c560_26_GutGetoPosi	-9.078182	-4.7948875
A_GutCatV1_c560_28_GutGetoPosi	-8.736031	-4.162983
A_GutCatV1_c560_29_GutGetoNega	-4.189623	1.0280142
A_GutCatV1_c560_2_GutGetoPosi	-2.9272432	-6.051774
A_GutCatV1_c560_2_GutProdPosi	4.444128	14.424952
A_GutCatV1_c560_30_GutGetoNega	-1.9563665	-4.2140656
A_GutCatV1_c560_31_GutGetoNega	-3.7469177	-4.7318993
A_GutCatV1_c560_32_GutGetoNega	-4.1200047	-2.326274
A_GutCatV1_c560_33_GutGetoNega	-4.274107	-2.1357899
A_GutCatV1_c560_34_GutGetoNega	2.1643925	-3.4141273
A_GutCatV1_c560_35_GutGetoNega	-4.034624	0.47327423
A_GutCatV1_c560_36_GutGetoNega	-4.123022	-1.5756378
A_GutCatV1_c560_37_GutGetoNega	-3.966755	-2.4821758
A_GutCatV1_c560_38_GutGetoNega	-0.53110313	-4.5377045
A_GutCatV1_c560_39_GutGetoNega	-4.242132	-0.70947456
A_GutCatV1_c560_3_GutGetoPosi	-7.7458973	-1.6940489
A_GutCatV1_c560_3_GutProdPosi	-6.5017815	-0.14157772
A_GutCatV1_c560_40_GutGetoNega	-2.4392223	-6.1664104
A_GutCatV1_c560_41_GutGetoNega	-3.68499	1.1019173
A_GutCatV1_c560_42_GutGetoNega	-2.465086	-1.1942606
A_GutCatV1_c560_43_GutGetoNega	-0.33838272	-3.4988098
A_GutCatV1_c560_44_GutGetoNega	-0.21689987	-4.428797
A_GutCatV1_c560_45_GutGetoNega	-3.0197124	-1.8326197
A_GutCatV1_c560_46_GutGetoNega	-3.3751173	-4.616151
A_GutCatV1_c560_47_GutGetoNega	-1.6560602	-2.3692675
A_GutCatV1_c560_48_GutGetoNega	1.4085579	-2.3526268
A_GutCatV1_c560_49_GutGetoNega	-1.7540283	-1.0419931
A_GutCatV1_c560_4_GutGetoPosi	-8.287706	-5.526493
A_GutCatV1_c560_4_GutProdPosi	-12.82906	10.325447
A_GutCatV1_c560_5_GutGetoPosi	-7.5015945	-5.4086647
A_GutCatV1_c560_5_GutProdPosi	-0.53906727	0.066711426
A_GutCatV1_c560_6_GutGetoPosi	-7.549756	-5.708029
A_GutCatV1_c560_6_GutProdPosi	-2.709776	5.729576
A_GutCatV1_c560_7_GutGetoPosi	-2.0949097	-4.674942
A_GutCatV1_c560_7_GutProdPosi	-10.904085	10.369143
A_GutCatV1_c560_9_GutGetoPosi	-7.5139103	-7.577324
A_GutCatV1_c824_10_GutGetoPosi	1.0870495	-4.9941435
A_GutCatV1_c824_12_GutGetoPosi	0.75564003	-3.0577583
A_GutCatV1_c824_14_GutGetoPosi	0.6954956	-4.3023357
A_GutCatV1_c824_15_GutGetoPosi	0.14210892	-3.0765438
A_GutCatV1_c824_16_GutGetoPosi	-1.2403488	-2.635417
A_GutCatV1_c824_17_GutGetoPosi	1.7975025	-3.916686
A_GutCatV1_c824_18_GutGetoPosi	-0.3062954	-5.836382
A_GutCatV1_c824_19_GutGetoPosi	0.6769028	-4.7067394
A_GutCatV1_c824_1_GutGetoPosi	0.69345856	-5.445862
A_GutCatV1_c824_1_GutProdPosi	11.821283	3.8269272
A_GutCatV1_c824_20_GutGetoPosi	0.67728615	-4.584652
A_GutCatV1_c824_24_GutGetoPosi	2.7597904	-3.8243484
A_GutCatV1_c824_26_GutGetoPosi	0.35162926	-7.393381
A_GutCatV1_c824_27_GutGetoPosi	0.43959236	-4.833256
A_GutCatV1_c824_29_GutGetoPosi	0.48998928	-3.377244
A_GutCatV1_c824_2_GutGetoPosi	-0.40143204	-4.5372353
A_GutCatV1_c824_2_GutProdPosi	4.539441	14.211651
A_GutCatV1_c824_30_GutGetoNega	-1.7734852	-5.9581146
A_GutCatV1_c824_31_GutGetoNega	-1.19168	-6.1305656
A_GutCatV1_c824_32_GutGetoNega	-2.2508984	-6.238652
A_GutCatV1_c824_33_GutGetoNega	-3.4087486	0.13848877
A_GutCatV1_c824_34_GutGetoNega	0.3227749	-7.554102
A_GutCatV1_c824_35_GutGetoNega	-1.74261	-8.677845
A_GutCatV1_c824_36_GutGetoNega	-6.317382	-7.315299
A_GutCatV1_c824_37_GutGetoNega	-2.4415016	-8.991512
A_GutCatV1_c824_38_GutGetoNega	-3.6001549	-0.16494179
A_GutCatV1_c824_39_GutGetoNega	-2.1079693	-5.1437197
A_GutCatV1_c824_3_GutGetoPosi	2.6068897	-3.9184208
A_GutCatV1_c824_3_GutProdPosi	-0.13547993	1.6866112
A_GutCatV1_c824_40_GutGetoNega	-5.328903	-6.490861
A_GutCatV1_c824_41_GutGetoNega	-2.2817688	-9.350502
A_GutCatV1_c824_42_GutGetoNega	-4.477251	-7.059452
A_GutCatV1_c824_43_GutGetoNega	-4.1587334	-5.131276
A_GutCatV1_c824_44_GutGetoNega	-2.9844809	-4.7025843
A_GutCatV1_c824_45_GutGetoNega	-4.3443184	-7.1599693
A_GutCatV1_c824_46_GutGetoNega	-4.960634	-6.812808
A_GutCatV1_c824_47_GutGetoNega	-2.5338268	-6.6652603
A_GutCatV1_c824_48_GutGetoNega	-2.2909384	-4.6173506
A_GutCatV1_c824_49_GutGetoNega	-1.5987234	-8.816938
A_GutCatV1_c824_4_GutGetoPosi	-0.6997318	-5.8734884
A_GutCatV1_c824_4_GutProdPosi	-12.504566	10.209154
A_GutCatV1_c824_50_GutGetoNega	-2.9887257	-6.216939
A_GutCatV1_c824_51_GutGetoNega	-2.7735863	-5.573078
A_GutCatV1_c824_52_GutGetoNega	-3.7991943	-4.006171
A_GutCatV1_c824_53_GutGetoNega	-2.9346771	-6.997446
A_GutCatV1_c824_54_GutGetoNega	-4.501993	-6.6471653
A_GutCatV1_c824_55_GutGetoNega	-4.7373238	-6.4713717
A_GutCatV1_c824_56_GutGetoNega	-7.015066	-1.7164745
A_GutCatV1_c824_57_GutGetoNega	-5.8917027	-7.2700596
A_GutCatV1_c824_58_GutGetoNega	-2.862584	-6.516037
A_GutCatV1_c824_59_GutGetoNega	-5.174671	-7.2003813
A_GutCatV1_c824_5_GutGetoPosi	-0.69225883	-4.2779922
A_GutCatV1_c824_5_GutProdPosi	0.99370193	-2.2004986
A_GutCatV1_c824_60_GutGetoNega	-4.5483265	-5.809578
A_GutCatV1_c824_61_GutGetoNega	-5.521332	-7.3970985
A_GutCatV1_c824_62_GutGetoNega	-2.1912193	-5.6692
A_GutCatV1_c824_63_GutGetoNega	-6.621832	-7.4466076
A_GutCatV1_c824_64_GutGetoNega	-8.048759	-6.9578342
A_GutCatV1_c824_65_GutGetoNega	-1.0372906	-5.756609
A_GutCatV1_c824_66_GutGetoNega	-3.2171001	-7.2053833
A_GutCatV1_c824_67_GutGetoNega	-1.8296776	-6.4698906
A_GutCatV1_c824_68_GutGetoNega	-2.6074333	-9.826725
A_GutCatV1_c824_69_GutGetoNega	-2.7353668	-5.610317
A_GutCatV1_c824_6_GutProdPosi	0.038513184	1.3515377
A_GutCatV1_c824_70_GutGetoNega	-3.621686	0.57680035
A_GutCatV1_c824_71_GutGetoNega	-4.9928436	-3.1219006
A_GutCatV1_c824_72_GutGetoNega	-3.4965	-6.925579
A_GutCatV1_c824_73_GutGetoNega	-1.7330933	-6.3752813
A_GutCatV1_c824_74_GutGetoNega	-0.6897135	-5.485861
A_GutCatV1_c824_75_GutGetoNega	-3.474142	-0.35780525
A_GutCatV1_c824_76_GutGetoNega	-4.070117	-5.7672625
A_GutCatV1_c824_77_GutGetoNega	-2.291689	-5.95205
A_GutCatV1_c824_78_GutGetoNega	-3.4941025	0.05704689
A_GutCatV1_c824_7_GutGetoPosi	-0.50582695	-1.6606035
A_GutCatV1_c824_7_GutProdPosi	-2.8521461	5.794506
A_GutCatV1_c824_8_GutGetoPosi	1.1647453	-3.3458166
A_GutCatV1_c824_8_GutProdPosi	-10.830509	10.4613495
A_GutCatV1_c824_9_GutGetoPosi	0.42458248	-5.3586874
A_HELMiVDB1_c1380_10_GutGetoPosi	0.010757446	-7.270357
A_HELMiVDB1_c1380_11_GutGetoPosi	-8.168015	-6.7987328
A_HELMiVDB1_c1380_12_GutGetoPosi	-1.1901054	-7.3092327
A_HELMiVDB1_c1380_13_GutGetoPosi	-8.756945	-6.9439106
A_HELMiVDB1_c1380_16_GutGetoPosi	-2.3038015	-4.829341
A_HELMiVDB1_c1380_17_GutGetoPosi	-1.0547495	-4.380148
A_HELMiVDB1_c1380_18_GutGetoPosi	-4.114747	-6.820698
A_HELMiVDB1_c1380_1_GutGetoPosi	-5.388839	-3.6950321
A_HELMiVDB1_c1380_1_GutProdPosi	10.923542	3.3363342
A_HELMiVDB1_c1380_20_GutGetoPosi	-6.0922823	-2.7329893
A_HELMiVDB1_c1380_22_GutGetoPosi	0.22695923	-2.213951
A_HELMiVDB1_c1380_23_GutGetoPosi	-1.1980515	-3.6581907
A_HELMiVDB1_c1380_24_GutGetoPosi	-1.8151035	-2.1180077
A_HELMiVDB1_c1380_25_GutGetoPosi	-5.1641397	-4.4613323
A_HELMiVDB1_c1380_26_GutGetoPosi	-2.340313	-5.8008413
A_HELMiVDB1_c1380_27_GutGetoPosi	-2.4056873	-0.6585903
A_HELMiVDB1_c1380_29_GutGetoNega	-1.4057636	-4.269554
A_HELMiVDB1_c1380_2_GutGetoPosi	-6.566004	-3.2141018
A_HELMiVDB1_c1380_2_GutProdPosi	1.0391884	0.3529377
A_HELMiVDB1_c1380_30_GutGetoNega	-1.8359289	-9.863041
A_HELMiVDB1_c1380_31_GutGetoNega	-1.2851753	-2.3120165
A_HELMiVDB1_c1380_32_GutGetoNega	-1.9064503	-3.560711
A_HELMiVDB1_c1380_33_GutGetoNega	0.31020737	-5.567851
A_HELMiVDB1_c1380_34_GutGetoNega	-1.051094	-2.253191
A_HELMiVDB1_c1380_35_GutGetoNega	2.034214	-3.706335
A_HELMiVDB1_c1380_36_GutGetoNega	-1.5748672	-4.1814747
A_HELMiVDB1_c1380_37_GutGetoNega	-2.0369568	-2.7839155
A_HELMiVDB1_c1380_38_GutGetoNega	-2.3362293	-3.3938751
A_HELMiVDB1_c1380_39_GutGetoNega	-4.4841766	-3.4030418
A_HELMiVDB1_c1380_3_GutGetoPosi	-9.415221	-6.2448273
A_HELMiVDB1_c1380_3_GutProdPosi	3.8552341	14.634762
A_HELMiVDB1_c1380_40_GutGetoNega	-0.42066765	-4.781685
A_HELMiVDB1_c1380_41_GutGetoNega	-1.7308941	-4.24739
A_HELMiVDB1_c1380_42_GutGetoNega	-1.7257442	-6.1659737
A_HELMiVDB1_c1380_43_GutGetoNega	-0.6800165	-3.2783365
A_HELMiVDB1_c1380_44_GutGetoNega	-4.628189	1.016304
A_HELMiVDB1_c1380_45_GutGetoNega	1.6996078	-4.023287
A_HELMiVDB1_c1380_46_GutGetoNega	-7.4344606	-7.135271
A_HELMiVDB1_c1380_47_GutGetoNega	-0.3400383	-9.207613
A_HELMiVDB1_c1380_48_GutGetoNega	-0.95877457	-6.444319
A_HELMiVDB1_c1380_49_GutGetoNega	-4.787285	1.1405888
A_HELMiVDB1_c1380_4_GutGetoPosi	-5.1919003	-3.9268608
A_HELMiVDB1_c1380_4_GutProdPosi	-5.3566103	-4.6827745
A_HELMiVDB1_c1380_50_GutGetoNega	-4.1105404	0.63041306
A_HELMiVDB1_c1380_51_GutGetoNega	-0.9683151	-7.0972767
A_HELMiVDB1_c1380_52_GutGetoNega	2.3905869	-3.6955376
A_HELMiVDB1_c1380_53_GutGetoNega	-2.8800821	-1.8292103
A_HELMiVDB1_c1380_54_GutGetoNega	-3.0269136	-3.166933
A_HELMiVDB1_c1380_5_GutGetoPosi	-1.8008575	-6.3280535
